#,xzqmc,date,sfyd_zs,sfyd_mj,gkczyd_zs,gkczyd_mj,zzyd_zs,zzyd_mj,ggglyggfwyd_zs,ggglyggfwyd_mj,tsyd_zs,tsyd_mj,jtysyd_zs,jtysyd_mj,syjslssyd_zs,syjslssyd_mj,qttd_zs,qttd_mj
579,四川省,2015-03-01,138,166.0656,128,411.3762,338,293.2377,162,168.2090,1,0.1200,36,465.6314,17,397.3042,0,0.0000
580,四川省,2015-04-01,115,215.9882,90,477.2011,307,471.4185,122,2808.0230,3,1.5393,26,725.4171,2,149.3364,0,0.0000
581,四川省,2015-05-01,93,205.7256,145,576.2872,361,492.7223,168,740.8639,9,20.8293,102,1129.2946,23,4656.7953,0,0.0000
582,四川省,2015-06-01,141,308.7134,169,371.6521,360,616.9630,78,124.4857,3,10.4000,19,34.1215,7,8154.3649,1,0.1300
583,四川省,2015-07-01,150,265.6284,157,336.7147,406,586.4029,123,323.2686,5,33.7708,32,644.8976,5,1250.5587,0,0.0000
584,四川省,2015-08-01,76,140.8900,103,365.4383,396,394.1078,132,3241.9172,8,15.5364,20,434.7214,6,1.9397,0,0.0000
585,四川省,2015-09-01,115,150.2668,176,662.1209,360,761.9554,93,2289.9297,0,0.0000,27,307.9875,2,988.0137,0,0.0000
586,四川省,2015-10-01,122,280.5296,124,490.9952,178,321.5589,132,1668.7707,1,0.1854,17,351.7620,5,1543.7801,0,0.0000
587,四川省,2015-11-01,196,361.0231,222,658.2496,640,946.5994,172,2800.7980,4,24.2646,150,1916.7277,4,119.1189,0,0.0000
588,四川省,2015-12-01,193,270.0257,127,534.0534,569,1140.4089,255,952.5012,10,1061.4994,195,1284.3185,17,4083.9385,0,0.0000
589,四川省,2016-01-01,141,280.1600,95,302.8600,332,620.5200,168,327.2800,4,49.3900,52,855.3700,5,4502.4900,0,0.0000
590,四川省,2016-02-01,97,66.5700,79,271.5400,144,276.3400,71,127.6600,4,24.8200,17,465.9700,4,895.8100,0,0.0000
591,四川省,2016-03-01,126,222.2400,162,511.6400,318,359.3400,116,337.1200,3,2.6900,83,853.0100,7,908.2700,0,0.0000
592,四川省,2016-04-01,137,229.5300,115,438.9300,317,360.1400,126,313.2800,2,6.2800,64,501.5100,7,2093.1100,0,0.0000
593,四川省,2016-05-01,81,105.8200,109,280.8300,309,484.6200,106,1045.3400,3,15.7000,32,120.1800,17,16.9000,4,26.4600
594,四川省,2016-06-01,102,221.3300,132,493.1700,244,503.4600,132,296.9100,4,6.3000,37,470.8500,9,168.3100,0,0.0000
595,四川省,2016-07-01,100,141.9600,112,339.1200,290,473.3500,106,248.1900,3,1.0500,48,200.4700,6,1214.7100,0,0.0000
596,四川省,2016-08-01,120,171.8200,151,427.7000,252,422.5600,131,152.7100,4,8.1600,84,189.5500,8,122.5100,0,0.0000
597,四川省,2016-09-01,103,231.8000,116,453.5800,250,244.9200,132,508.0200,2,11.9800,76,892.4400,1,3.0900,0,0.0000
598,四川省,2016-10-01,60,198.6000,84,264.5100,280,477.5800,599,470.5600,3,5.5600,291,425.3500,4,144.6700,0,0.0000
599,四川省,2016-11-01,101,233.8300,139,639.6700,307,615.6100,515,763.8200,3,12.6200,370,1556.2700,7,697.1400,0,0.0000
600,四川省,2016-12-01,116,195.8600,73,298.4700,373,693.5600,186,383.4100,2,5.3500,199,655.1000,3,0.1300,3,61.3700
601,天津市,2015-01-01,11,22.9981,45,224.2701,9,29.2232,11,14.2122,0,0.0000,31,75.8146,0,0.0000,0,0.0000
602,天津市,2015-02-01,9,23.3389,23,102.5207,11,42.3450,17,20.9369,0,0.0000,46,46.3141,0,0.0000,0,0.0000
603,天津市,2015-03-01,6,3.9165,29,157.6013,3,46.8653,12,39.8413,1,0.1482,30,30.8184,0,0.0000,0,0.0000
604,天津市,2015-04-01,9,5.8714,18,63.7076,11,78.3901,3,1361.2500,1,0.1000,6,16.2199,0,0.0000,0,0.0000
605,天津市,2015-05-01,9,24.2228,29,136.8590,23,172.0020,14,3579.0291,0,0.0000,39,311.5044,0,0.0000,0,0.0000
606,天津市,2015-06-01,9,24.8911,12,35.9131,17,97.9852,14,23.9629,0,0.0000,20,74.0028,1,60.0395,0,0.0000
607,天津市,2015-07-01,13,42.3447,21,96.1531,15,114.2462,24,67.1131,0,0.0000,81,680.0033,1,1.9877,0,0.0000
608,天津市,2015-08-01,4,6.9649,31,126.6960,9,113.5328,14,102.3132,0,0.0000,241,1992.1480,3,12.1718,0,0.0000
609,天津市,2015-09-01,6,13.9833,23,143.2522,13,136.1652,12,18.2877,0,0.0000,176,1650.9555,1,0.4954,0,0.0000
610,天津市,2015-10-01,1,0.0010,14,46.2880,2,24.7791,6,26.0763,2,15.2123,320,854.1345,0,0.0000,0,0.0000
611,天津市,2015-11-01,7,13.7327,17,49.5522,15,112.8062,125,211.7519,0,0.0000,87,445.7037,0,0.0000,0,0.0000
612,天津市,2015-12-01,17,17.4599,28,126.8232,22,192.9637,17,78.2808,1,0.6960,46,1082.0580,1,2.8765,0,0.0000
613,天津市,2016-01-01,2,1.1200,15,60.6600,7,93.0400,18,60.4300,0,0.0000,20,1217.4900,0,0.0000,0,0.0000
614,天津市,2016-02-01,2,1.2900,15,62.7300,15,141.1000,11,51.6000,0,0.0000,22,61.6600,0,0.0000,0,0.0000
615,天津市,2016-03-01,7,31.1000,24,104.5700,11,74.8900,23,53.3300,1,1.8800,37,213.9400,0,0.0000,0,0.0000
616,天津市,2016-04-01,6,11.2000,24,189.8200,12,45.3200,18,895.4700,0,0.0000,30,112.3000,0,0.0000,0,0.0000
617,天津市,2016-05-01,4,1.9700,21,508.5900,12,87.2400,16,34.6100,1,1.9200,28,168.3900,0,0.0000,0,0.0000
618,天津市,2016-06-01,10,23.2400,19,88.9400,25,105.1300,9,14.9000,0,0.0000,31,71.4400,0,0.0000,0,0.0000
619,天津市,2016-07-01,11,11.5900,20,67.6100,15,112.9000,13,23.5100,0,0.0000,40,102.2800,0,0.0000,0,0.0000
620,天津市,2016-08-01,2,6.8800,18,75.1100,13,136.8500,30,293.8700,0,0.0000,27,273.2100,0,0.0000,0,0.0000
621,天津市,2016-09-01,3,11.0200,12,67.4300,12,113.3600,13,14.2000,0,0.0000,10,119.9000,0,0.0000,0,0.0000
622,天津市,2016-10-01,3,0.9100,23,115.2900,8,59.6400,10,39.1100,1,4.6200,22,77.5300,0,0.0000,0,0.0000
623,天津市,2016-11-01,4,12.1500,27,123.3200,22,246.1700,16,28.1800,0,0.0000,28,213.1100,0,0.0000,0,0.0000
624,天津市,2016-12-01,5,0.8700,26,99.4300,16,122.3100,8,9.6900,0,0.0000,40,300.5500,0,0.0000,0,0.0000
625,西藏自治区,2015-01-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
626,西藏自治区,2015-02-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
627,西藏自治区,2015-03-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
628,西藏自治区,2015-04-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
629,西藏自治区,2015-05-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
630,西藏自治区,2015-06-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
631,西藏自治区,2015-07-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
632,西藏自治区,2015-08-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
633,西藏自治区,2015-09-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
634,西藏自治区,2015-10-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
635,西藏自治区,2015-11-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
636,西藏自治区,2015-12-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
637,西藏自治区,2016-01-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
638,西藏自治区,2016-02-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
639,西藏自治区,2016-03-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
640,西藏自治区,2016-04-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
641,西藏自治区,2016-05-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
642,西藏自治区,2016-06-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
643,西藏自治区,2016-07-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
644,西藏自治区,2016-08-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
645,西藏自治区,2016-09-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
646,西藏自治区,2016-10-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
647,西藏自治区,2016-11-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
648,西藏自治区,2016-12-01,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
649,新疆兵团,2015-01-01,27,125.6880,16,89.5325,29,205.1815,51,104.8587,1,0.1001,35,197.6455,0,0.0000,1,0.1014
650,新疆兵团,2015-02-01,3,7.2110,14,65.2363,32,44.5080,15,17.0798,1,0.2907,7,72.3816,0,0.0000,0,0.0000
651,新疆兵团,2015-03-01,11,15.8456,14,75.9441,22,77.0597,34,73.2090,2,1.5264,14,124.4450,0,0.0000,0,0.0000
652,新疆兵团,2015-04-01,45,111.4828,36,206.7358,15,76.6350,45,127.2471,2,0.2206,60,348.1147,0,0.0000,6,39.6301
653,新疆兵团,2015-05-01,40,55.5255,29,120.7162,41,83.6368,48,48.7230,1,0.4456,10,57.7555,0,0.0000,0,0.0000
654,新疆兵团,2015-06-01,33,118.8378,30,165.2224,28,43.9164,51,115.6162,1,0.1980,8,33.1230,0,0.0000,39,411.2172
655,新疆兵团,2015-07-01,50,85.9631,34,235.6590,32,140.8828,46,64.0170,2,0.1758,22,177.1952,4,0.0703,12,31.3089
656,新疆兵团,2015-08-01,28,68.1375,26,89.3380,46,154.2461,70,84.8209,3,1.1034,27,154.9786,1,0.1086,0,0.0000
657,新疆兵团,2015-09-01,26,113.2282,47,236.2779,30,110.5164,48,137.1821,3,2.7167,14,158.6590,1,5.4871,0,0.0000
658,新疆兵团,2015-10-01,29,42.2067,33,153.1674,13,43.9084,70,80.8638,1,1.2877,14,108.5713,0,0.0000,0,0.0000
659,新疆兵团,2015-11-01,31,51.6744,38,247.3347,27,102.7751,71,180.2340,5,52.2612,46,381.1744,2,49.4825,0,0.0000
660,新疆兵团,2015-12-01,27,52.5358,38,122.2705,35,117.3564,73,294.5888,2,1.1210,22,250.5598,6,114.4733,1,0.2520
661,新疆兵团,2016-01-01,21,16.7400,5,19.4800,6,5.2500,36,82.1000,6,9.7600,28,253.3700,3,109.2000,30,49.3300
662,新疆兵团,2016-02-01,30,85.2900,11,53.7600,19,156.8400,33,93.2300,5,71.9500,15,62.6600,1,35.2400,0,0.0000
663,新疆兵团,2016-03-01,11,15.5800,38,148.9700,20,49.9700,52,169.6100,6,0.9000,11,102.3400,1,48.5600,0,0.0000
664,新疆兵团,2016-04-01,34,86.4500,29,126.8800,5,6.7900,33,58.4600,1,2.6700,9,73.4600,0,0.0000,0,0.0000
665,新疆兵团,2016-05-01,33,35.2300,17,68.6500,12,64.6700,32,69.3900,2,0.4300,29,471.8600,1,5.6900,0,0.0000
666,新疆兵团,2016-06-01,29,16.7000,28,122.7300,5,4.3100,55,33.1300,4,2.2100,8,69.9500,1,0.3300,0,0.0000
667,新疆兵团,2016-07-01,37,48.2700,22,107.2900,9,31.5900,56,119.2800,1,0.0600,9,50.4500,0,0.0000,0,0.0000
668,新疆兵团,2016-08-01,24,43.8800,33,216.2900,17,113.1100,65,132.8700,8,10.2200,20,132.8800,2,9.8900,0,0.0000
669,新疆兵团,2016-09-01,35,39.7100,58,294.9700,9,25.6800,59,76.3200,2,6.2800,13,75.4600,1,6.8900,0,0.0000
670,新疆兵团,2016-10-01,26,37.6700,15,82.8200,11,64.5800,68,105.0000,4,0.8400,13,38.6700,18,161.7100,0,0.0000
671,新疆兵团,2016-11-01,35,21.6100,50,218.1500,16,34.1300,82,127.2000,5,5.5900,38,250.7500,3,106.2800,0,0.0000
672,新疆兵团,2016-12-01,16,23.0600,37,191.8200,11,54.2100,65,68.5700,7,3.9500,35,354.9700,0,0.0000,0,0.0000
673,新疆维吾尔自治区,2015-01-01,79,74.0813,76,688.7175,53,97.4283,49,267.3880,2,2.6620,15,241.0259,0,0.0000,1,0.1333
674,新疆维吾尔自治区,2015-02-01,43,168.9099,78,739.1611,65,205.0235,63,2833.5831,3,7.2515,15,316.9386,0,0.0000,30,726.3445
675,新疆维吾尔自治区,2015-03-01,71,104.0610,110,587.3822,122,434.0182,96,643.8527,5,2055.1925,26,868.4140,4,92.4927,57,1775.0296
676,新疆维吾尔自治区,2015-04-01,91,123.9679,185,1188.3647,99,775.6703,127,676.7240,11,53.9646,19,424.8784,0,0.0000,83,982.3977
677,新疆维吾尔自治区,2015-05-01,117,112.5502,132,753.3409,109,339.6894,128,3786.6715,7,29.6774,14,412.2391,6,2.2879,0,0.0000
678,新疆维吾尔自治区,2015-06-01,104,178.5901,132,758.1711,79,185.6791,84,935.4380,3,2.3714,29,297.6631,3,63.2260,10,139.6238
679,新疆维吾尔自治区,2015-07-01,93,165.0035,143,732.0641,119,493.7474,125,651.0923,7,64.9298,14,1090.6701,2,360.1388,3,69.7480
680,新疆维吾尔自治区,2015-08-01,127,215.6183,179,1416.8477,115,243.5405,120,555.7196,8,49.7229,21,973.9157,3,3.4581,2,22.4346
681,新疆维吾尔自治区,2015-09-01,116,182.1411,104,1324.2589,88,457.0541,88,677.0810,8,111.9250,29,919.4710,3,10.0422,0,0.0000
682,新疆维吾尔自治区,2015-10-01,66,142.2455,137,627.3647,161,576.1515,232,2455.9488,1,61.7548,20,2866.2973,3,232.9453,178,891.9727
683,新疆维吾尔自治区,2015-11-01,137,357.9410,235,2555.3836,487,569.4821,420,2308.5510,8,33.0952,183,860.9953,1,0.7266,113,370.4015
684,新疆维吾尔自治区,2015-12-01,62,158.2912,110,815.9329,137,393.4734,78,720.4549,3,34.3284,55,407.9013,0,0.0000,20,68.9584
685,新疆维吾尔自治区,2016-01-01,59,101.9800,64,764.0700,52,215.3500,39,618.9800,1,0.0800,6,49.5500,0,0.0000,2,202.5400
686,新疆维吾尔自治区,2016-02-01,44,46.3500,88,494.1200,46,126.1800,47,1760.1000,2,0.6100,32,97.8000,2,0.0700,0,0.0000
687,新疆维吾尔自治区,2016-03-01,78,159.8700,178,2656.1500,120,492.8800,171,1530.1800,10,58.5600,45,701.7300,12,934.4500,0,0.0000
688,新疆维吾尔自治区,2016-04-01,117,152.4400,116,998.5700,55,237.4900,140,1355.6400,9,31.3800,35,145.6200,0,0.0000,1,90.0600
689,新疆维吾尔自治区,2016-05-01,136,237.2200,130,691.7000,105,343.8900,199,5189.2300,5,2.4300,30,598.4000,1,3197.5200,0,0.0000
690,新疆维吾尔自治区,2016-06-01,96,158.5100,138,3247.4000,152,265.1600,105,473.7500,6,17.1200,26,1884.2500,2,4.0300,0,0.0000
691,新疆维吾尔自治区,2016-07-01,73,95.6600,98,681.9000,39,86.7400,87,228.6000,4,2.2700,31,1105.7800,2,536.1600,1,0.6200
692,新疆维吾尔自治区,2016-08-01,99,159.4900,145,1134.8200,52,179.4000,107,2530.2900,5,2.7000,46,898.3700,4,63.3200,0,0.0000
693,新疆维吾尔自治区,2016-09-01,62,55.1400,99,394.2800,51,112.5600,60,2956.4400,2,11.4300,23,192.6700,2,229.3300,0,0.0000
694,新疆维吾尔自治区,2016-10-01,64,78.7900,75,448.0700,68,152.6100,76,3516.8600,5,9.3700,20,2280.6900,2,25.8000,0,0.0000
695,新疆维吾尔自治区,2016-11-01,120,119.1500,123,628.4600,87,229.3700,123,492.2200,8,28.9700,36,1130.0800,5,203.9500,0,0.0000
696,新疆维吾尔自治区,2016-12-01,104,233.8400,72,1394.7300,93,406.0700,60,233.7800,1,0.4600,57,2091.5900,4,163.9000,0,0.0000
697,云南省,2015-01-01,83,66.8441,39,132.2495,200,156.8428,67,69.2550,4,20.4021,65,660.7946,8,631.1126,0,0.0000
698,云南省,2015-02-01,56,128.3400,55,83.9078,158,62.8339,21,25.8819,0,0.0000,17,160.4197,5,5.2623,0,0.0000
699,云南省,2015-03-01,92,72.5134,56,191.3227,234,77.7037,47,89.7746,1,0.1222,40,1316.7683,6,18.4580,0,0.0000
700,云南省,2015-04-01,51,77.8254,32,238.0037,152,117.6309,104,98.6192,4,2.2440,37,627.6475,3,1062.1692,0,0.0000
701,云南省,2015-05-01,92,108.9095,62,164.1781,157,96.1996,58,3626.0518,2,10.7034,34,105.3218,2,2.5900,0,0.0000
702,云南省,2015-06-01,60,63.1616,42,43.4313,161,154.1825,73,216.6603,9,17.4254,21,1213.7560,11,59.5133,0,0.0000
703,云南省,2015-07-01,82,194.2202,64,183.3410,274,253.4494,55,93.0472,9,2.7642,25,107.0642,4,29.9901,0,0.0000
704,云南省,2015-08-01,48,81.6499,66,419.8207,140,114.4592,58,129.9649,0,0.0000,19,476.9319,5,57.7428,0,0.0000
705,云南省,2015-09-01,100,124.8083,35,127.8428,290,219.3260,103,162.1284,3,1.3401,67,483.9838,10,2090.7019,0,0.0000
706,云南省,2015-10-01,122,88.7700,59,165.5813,218,126.6511,52,131.4736,2,0.5403,29,1873.9109,5,27.9420,1,16.2315
707,云南省,2015-11-01,207,173.9976,75,305.8049,415,395.5290,100,182.5316,9,14.5559,30,1254.8710,9,268.4632,0,0.0000
708,云南省,2015-12-01,139,203.7458,71,276.1248,218,122.5233,153,383.7053,11,12.5876,76,922.7789,5,16.0365,0,0.0000
709,云南省,2016-01-01,65,55.7200,24,104.7500,336,81.0100,44,119.3300,6,14.1800,17,94.3800,1,0.1700,0,0.0000
710,云南省,2016-02-01,39,18.5900,18,29.2400,98,74.2200,42,59.8800,0,0.0000,10,310.8500,3,4.5200,0,0.0000
711,云南省,2016-03-01,90,87.2800,74,218.8100,272,151.7700,86,114.8200,3,3.0400,52,573.3600,3,5.9800,0,0.0000
712,云南省,2016-04-01,76,110.5400,56,175.4100,248,105.4000,70,271.1000,3,4.5000,35,179.0300,5,16.2200,0,0.0000
713,云南省,2016-05-01,74,94.3300,41,139.0400,294,85.4600,66,101.2600,1,1.0000,14,291.7800,5,6.9000,0,0.0000
714,云南省,2016-06-01,71,194.4400,39,154.5800,273,85.2200,70,134.4900,3,4.0600,45,662.8100,5,4074.4800,3,0.7800
715,云南省,2016-07-01,141,78.9300,68,224.3300,255,116.4400,39,76.6400,6,11.4100,31,39.4000,3,20.9100,0,0.0000
716,云南省,2016-08-01,145,281.0000,129,312.7100,159,113.3600,56,103.6100,3,1.5300,17,322.6300,7,1190.5300,0,0.0000
717,云南省,2016-09-01,99,119.3400,79,294.6000,194,251.6300,61,77.3800,3,6.7600,8,154.3900,9,815.6900,0,0.0000
718,云南省,2016-10-01,127,102.3300,78,232.8100,329,201.0900,86,170.4500,2,4.3100,49,1508.6200,5,62.3800,0,0.0000
719,云南省,2016-11-01,156,406.3300,78,436.3400,229,188.4000,156,369.5100,3,10.2300,75,1079.0600,12,1977.2700,0,0.0000
720,云南省,2016-12-01,129,123.7600,73,912.3900,194,265.2300,144,241.2800,2,6.2400,106,263.0600,34,19.7600,2,0.9600
721,浙江省,2015-01-01,44,84.3300,409,244.5275,209,211.3100,126,168.5327,5,8.8910,90,458.2363,9,77.6705,1,0.1549
722,浙江省,2015-02-01,47,88.3620,185,394.4802,228,94.3493,46,2772.5608,0,0.0000,45,201.9274,0,0.0000,0,0.0000
723,浙江省,2015-03-01,58,93.0712,198,342.9283,259,173.1830,92,169.6806,3,3.9966,93,2691.7722,4,47.8615,0,0.0000
724,浙江省,2015-04-01,91,110.7293,222,341.9848,117,265.1213,156,1437.2521,1,0.1762,120,471.9006,4,0.5502,0,0.0000
725,浙江省,2015-05-01,76,166.5883,315,339.0814,136,226.8132,153,258.4562,7,23.5043,81,461.0961,9,146.0853,0,0.0000
726,浙江省,2015-06-01,75,152.3768,283,392.2397,328,373.2637,153,239.3142,8,5.6106,108,490.5788,8,13.0023,0,0.0000
727,浙江省,2015-07-01,75,71.5117,355,459.7270,248,326.9210,129,253.8389,12,25.0718,83,178.0263,10,11.7188,0,0.0000
728,浙江省,2015-08-01,70,105.4691,273,381.9440,286,461.2054,111,171.5757,3,1.6110,71,418.1110,5,25.0469,0,0.0000
729,浙江省,2015-09-01,101,160.5976,284,390.2939,321,578.4697,207,432.3227,9,18.7718,147,1295.4022,8,454.4572,0,0.0000
730,浙江省,2015-10-01,49,66.7194,332,385.1653,191,262.2021,233,595.4735,6,6.8272,104,237.7523,1,23.4858,2,4.1291
731,浙江省,2015-11-01,145,233.5517,508,1085.9544,408,737.8054,276,1349.4374,11,18.1991,223,1451.0652,11,104.1179,0,0.0000
732,浙江省,2015-12-01,74,91.1851,326,484.4887,528,1285.1913,469,1509.3777,9,17.0293,436,1776.3588,18,205.2767,0,0.0000
733,浙江省,2016-01-01,93,119.1000,171,318.7600,167,286.6200,108,158.2400,1,1.8500,86,140.1100,3,22.5600,1,0.7600
734,浙江省,2016-02-01,78,122.0100,168,463.1000,248,193.4400,70,121.5700,2,5.6100,40,132.7000,1,0.6500,0,0.0000
735,浙江省,2016-03-01,59,124.9400,220,487.1700,116,224.9800,143,280.4900,5,33.0000,102,719.0800,4,9.4300,0,0.0000
736,浙江省,2016-04-01,76,90.0000,231,469.4300,146,370.0100,109,4801.1900,3,0.6000,80,423.5000,0,0.0000,0,0.0000
737,浙江省,2016-05-01,82,42.7000,245,369.9800,259,339.6400,173,305.7000,12,14.9800,105,557.9400,2,242.5900,0,0.0000
738,浙江省,2016-06-01,77,130.2500,228,641.8500,168,379.8400,133,278.6400,5,31.4500,106,1012.8800,5,188.6200,0,0.0000
739,浙江省,2016-07-01,71,92.8300,221,375.1700,224,368.0100,215,351.4800,5,5.0000,162,497.7600,2,5.2500,0,0.0000
740,浙江省,2016-08-01,108,173.6900,260,365.1600,242,552.5800,206,386.2100,4,0.9300,128,4459.9500,7,33.0200,0,0.0000
741,浙江省,2016-09-01,83,158.9700,286,687.5300,225,572.8200,184,318.3900,8,7.6900,156,3319.9500,5,11.4800,0,0.0000
742,浙江省,2016-10-01,50,136.4900,178,435.1400,199,326.8300,132,280.7900,6,6.8200,143,728.0300,4,883.9100,0,0.0000
743,浙江省,2016-11-01,138,328.4000,449,901.4600,332,684.8700,250,676.7300,4,1.6200,202,739.4100,11,387.3400,0,0.0000
744,浙江省,2016-12-01,89,125.2700,270,691.3700,524,930.2600,432,1380.1800,4,10.6800,419,2682.1000,14,199.2800,1,3.0200
745,重庆市,2015-01-01,14,40.2528,42,204.9209,60,235.4172,50,186.5401,1,9.0763,29,332.0964,1,20.9185,0,0.0000
746,重庆市,2015-02-01,8,37.4937,42,154.8277,33,137.3967,24,46.9613,1,4.2110,11,95.9533,0,0.0000,0,0.0000
747,重庆市,2015-03-01,10,31.7772,43,207.3636,54,237.4592,64,88.3862,2,38.7103,53,239.1703,0,0.0000,0,0.0000
748,重庆市,2015-04-01,22,58.3142,75,556.0370,41,175.9698,27,1868.0491,6,15.8780,13,94.0047,1,0.1278,0,0.0000
749,重庆市,2015-05-01,34,69.7564,56,293.7840,53,159.5700,45,92.4018,2,19.1637,16,125.7913,0,0.0000,0,0.0000
750,重庆市,2015-06-01,35,126.9366,62,279.0773,80,368.3005,32,103.0232,0,0.0000,13,49.9727,0,0.0000,1,0.1755
751,重庆市,2015-07-01,22,64.7576,69,354.1676,71,317.1887,48,120.5130,1,2.1861,20,90.7896,0,0.0000,0,0.0000
752,重庆市,2015-08-01,23,117.8713,81,416.2866,81,332.9263,63,917.8315,1,0.9814,32,2350.1324,2,7.5985,0,0.0000
753,重庆市,2015-09-01,36,133.5194,97,519.1641,88,415.5334,56,73.5775,5,12.0581,18,146.1740,2,229.5165,0,0.0000
754,重庆市,2015-10-01,12,36.8723,64,371.1406,92,341.3671,87,410.0183,0,0.0000,21,186.0475,0,0.0000,0,0.0000
755,重庆市,2015-11-01,64,258.2662,66,525.3249,131,618.5799,142,525.4647,1,27.3605,68,1098.8815,1,15.2691,0,0.0000
756,重庆市,2015-12-01,31,97.4645,90,549.4637,108,621.2158,121,648.0441,2,17.8359,78,1120.7917,6,63.8829,0,0.0000
757,重庆市,2016-01-01,8,16.8400,50,201.1800,20,44.4900,38,1218.2500,3,23.7400,18,241.2400,0,0.0000,0,0.0000
758,重庆市,2016-02-01,5,30.4900,27,123.2400,21,84.7200,20,88.3900,0,0.0000,14,301.3700,2,81.5100,0,0.0000
759,重庆市,2016-03-01,14,40.2000,65,229.6800,33,142.4700,39,88.3300,0,0.0000,17,90.9700,0,0.0000,0,0.0000
760,重庆市,2016-04-01,18,41.9900,71,348.8900,66,334.0400,37,85.7400,1,3.8900,13,43.6400,3,67.6000,0,0.0000
761,重庆市,2016-05-01,24,44.5900,58,255.2400,36,120.5700,39,115.8900,0,0.0000,24,576.3400,0,0.0000,0,0.0000
762,重庆市,2016-06-01,22,44.7900,71,547.4100,57,240.7600,42,166.4100,2,1.6700,54,225.2700,0,0.0000,0,0.0000
763,重庆市,2016-07-01,30,80.1400,58,425.7000,41,127.0800,56,207.3700,2,10.7200,36,283.0000,1,7.1200,0,0.0000
764,重庆市,2016-08-01,27,57.0600,25,145.3600,50,223.3300,42,79.7400,0,0.0000,10,179.0100,2,6.8300,0,0.0000
765,重庆市,2016-09-01,17,76.4300,61,248.4300,51,200.4000,42,110.4800,2,7.7500,22,198.8800,0,0.0000,0,0.0000
766,重庆市,2016-10-01,14,33.9200,45,271.0300,28,77.7400,48,187.0500,4,21.2900,28,436.8000,2,26.2900,0,0.0000
767,重庆市,2016-11-01,28,138.3300,67,349.8000,84,397.5900,103,385.9400,4,10.6300,56,622.0200,3,14.7000,0,0.0000
768,重庆市,2016-12-01,20,54.0000,41,215.9000,60,619.1200,135,954.2900,0,0.0000,110,1324.4100,12,489.9200,0,0.0000
