OBJECTID,BSM,YSDM,TBYBH,TBBH,DLBM,DLMC,QSXZ,QSDWDM,QSDWMC,ZLDWDM,ZLDWMC,TBMJ,KCDLBM,KCXS,KCMJ,TBDLMJ,GDLX,XZDWKD,TBXHDM,TBXHMC,ZZSXDM,ZZSXMC,GDDB,CZCSXM,SJNF,MSSM,GDPDJB,FRDBS,HDMC,BZ,Shape_Leng,Shape_Area,centroid_x,centroid_y,area
100,360726211000048106,2001010100,,26,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,1066.82,,0.0,0.0,1066.82,,0.0,,,,,0,,2019,0,,0,,,132.352330443,1067.38997511,38646554.95633843,2775624.3200729135,1067.389975111683
101,360726211000048107,2001010100,,19,0201,果园,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,5664.83,,0.0,0.0,5664.83,,0.0,,,,,0,,2019,0,,0,,,363.080324119,5667.60529168,38640975.95763331,2775587.215395397,5667.605291682258
102,360726211000048108,2001010100,,27,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,3477.94,,0.0,0.0,3477.94,,0.0,,,,,0,,2019,0,,0,,,341.708073349,3479.81383215,38647545.64546389,2775620.54743282,3479.8138321461165
103,360726211000048109,2001010100,,28,0101,水田,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,2812.65,1203.0,0.1192,335.27,2477.38,TT,0.0,,,LYFL,粮与非粮轮作,0,,2019,0,4.0,0,,,332.336521712,2814.13458695,38646331.56760621,2774756.6132499515,2814.1345869468864
104,360726211000048110,2001010100,,29,09,特殊用地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,2152.16,,0.0,0.0,2152.16,,0.0,,,,,0,205.0,2019,0,,0,,,190.391792255,2153.34399147,38649088.97843958,2774766.0586782745,2153.3439914721603
105,360726211000048111,2001010100,,30,1006,农村道路,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,223.72,,0.0,0.0,223.72,,4.19999980927,,,,,0,,2019,0,,0,,,93.0342284249,223.841065169,38649303.08139811,2774792.8305225177,223.84106516881945
106,360726211000048112,2001010100,,31,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,1628.35,,0.0,0.0,1628.35,,0.0,,,,,0,,2019,0,,0,,,157.204673446,1629.25322819,38649456.78116308,2774782.8741663895,1629.2532281867773
107,360726211000048113,2001010100,,32,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,3426.58,,0.0,0.0,3426.58,,0.0,,,,,0,,2019,0,,0,,,221.813486129,3428.36476005,38645222.89102633,2774795.747536189,3428.3647600509503
109,360726211000048115,2001010100,,34,0301,乔木林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,5263.84,,0.0,0.0,5263.84,,0.0,,,,,0,,2019,0,,0,,,502.608971679,5266.61199325,38646182.08869307,2774810.4295176826,5266.611993252894
110,360726211000048116,2001010100,,35,0101,水田,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,1703.63,1203.0,0.1192,203.07,1500.56,TT,0.0,,,LYFL,粮与非粮轮作,0,,2019,0,4.0,0,,,248.677877557,1704.57273734,38649543.82644003,2774876.0010670666,1704.5727373374
111,360726211000048117,2001010100,,36,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,3370.77,,0.0,0.0,3370.77,,0.0,,,,,0,,2019,0,,0,,,267.65755521,3372.54546326,38646120.93092214,2774886.961347514,3372.545463259096
112,360726211000048118,2001010100,,37,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,5696.53,,0.0,0.0,5696.53,,0.0,,,,,0,,2019,0,,0,,,412.883649704,5699.6733405,38649373.22701789,2774886.44895789,5699.673340495657
113,360726211000048119,2001010100,,38,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,2692.68,,0.0,0.0,2692.68,,0.0,,,,,0,,2019,0,,0,,,198.375066484,2694.10790396,38646347.66862751,2774917.8323647887,2694.1079039559827
114,360726211000048120,2001010100,,39,0201,果园,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,5356.81,,0.0,0.0,5356.81,,0.0,,,,,0,,2019,0,,0,,,522.827645634,5359.75318919,38649180.15790555,2774900.493063486,5359.753189192942
